comment,label,rate
Sp ??p nh?ng cái quai ?eo h?i m?ng c? s? t? nhiên ??t :((.,NEU,3
Ch?t l??ng s?n ph?m tuy?t v?i.r?t ?ng ý v?i sp.,POS,5
Thích m?i màu v?i...,NEU,3
?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t Th?i gian giao hàng r?t m?u mã ??p y hình.nh?ng ch?y h?i y?u.nh?ng r?t t?t.,POS,4
Giao hàng r?t nhanh.,POS,4
Nh?ng mong shop chú ý gói hàng k? hàng nhé.,NEU,3
Shop ph?c v? r?t t?t R?t ?áng ti?n Th?i gian giao hàng r?t 1m46 n?ng 37kg m?c khá v?a nh?ng ch? ?ùi h?i r?ng thì e có th? ?i bó dc .,POS,5
M?t áo ko có dây m?.,NEU,3
Shop chu?n b? hàng và v?n chuy?n r?t nhanh.,POS,4
"Ch?c là v?i giá k sale hàng s? ok h?n. 3 là dành thái ?? shop ph?c v? khá, tr.l?i l?ch s?, nhi?t tình.",POS,4
?óng gói ??p.,POS,5
?óng gói không ch?c ch?n.,NEG,2
Qu?n m?ng ch? ko dày.,NEU,3
H?p v?i giá ti?n.,NEU,3
áo không b? l?i. v?i thun ?n phù h?p v?i giá ti?n. nói ?áng mua.,NEU,3
V?i ??p m?t Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,5
R?t v?a ti?n.,POS,4
"Áo ??p l?m mn ?, t? ch?t v?i ??n form , ko chê ?i?m nào ???c ý, th?i gian giao hàng siêu nhanh...??????.",POS,5
Th?i gian giao hàng r?t Ch?t l??ng s?n ph?m tuy?t v?i.,POS,5
B? ch?y.,NEG,2
?óng gói s?n ph?m r?t ??p và ch?c ch?n R?t ?áng ti?n R?t ?áng ti?n r?t th?m hàng chu?n.,POS,5
Màu s?c ?ep!,POS,4
Áo v?i ??p.,POS,5
Áo k dài l?m.,NEU,3
"Áo in b? lem màu, s?n ph?m t?m ???c.",NEG,2
V?a mi?ng.,NEU,3
??t này thì giao hàng h?i lâu xíu hi.,NEG,2
Áo ??p quá!,POS,4
Shop ban hang lua doi khách thi ch?ng ?áng nao.,NEG,2
"Form ??p, v?i n? nh?ng b?n không b? nóng.",POS,4
?óng gói s?n ph?m r?t ??p và ch?c ch?n Th?i gian giao hàng nhanh.,POS,5
Giao hàng r?t nhiên bên v?n chuy?n làm l?ng thùng hàng và l?ng luôn thùng y?n m?ch bên trong.,POS,4
Khá hài lòng.,POS,4
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t R?t ?áng ti?n Th?i gian giao hàng r?t nhanh.Shop oi shop ko t?ng xu mua ha?ng v?y shop.,POS,5
Th?i gian giao hàng r?t nhanh.,POS,4
R?t thích...,POS,4
?óng gói ch?c ch?n.R?t ?áng ti?n.,POS,5
S?n ph?m t?t dùng r?t thích nha!!!,POS,5
?? r?t ??p ?.,POS,5
màu kinh kh?ng.,NEG,1
D?o này shopee giao hàng r?t ch?m.,NEU,3
Nói t? gi? s? thành khách ru?t c?a shop.,NEU,3
Mua vòng v?a ??p v?a r? !!!!,POS,5
??u ??p l?m.,POS,5
Hoi mong manh voi hinh anh.,NEG,2
Ch?t v?i t?t.nh?ng size thì c? M nh?ng h?i to.,POS,4
S?n ph?m xài r?t okay.,POS,4
?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,4
"Hàng ?óng gói c?n th?n, gi?ng ?nh.",POS,4
Ch Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t R?t ?áng ti?n Th?i gian giao hàng r?t ch? ch? shop nhi?t tình.,POS,5
L?u ý nh?ng b?n mua sau.,NEU,3
Ch?t l??ng nói lên t?t c?.quá tuy?t.ch? shop r?t có tâm vui tính n?a.?ng h? shop dài dài.,POS,4
Nh?n hàng xong mà ?ng cái b?ng.,POS,4
shop 5 sao.,POS,5
Order shop ban lúc nào c?g ?ng ý quá e ch?g.,POS,5
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n R?t ?áng ti?n Shop ph?c v? r?t t?t Shop ph?c v? r?t t?t Th?i gian giao hàng r?t nhanh.,POS,5
R?t ?áng ti?n R?t ?áng ti?n R?t ?áng ti?n.,POS,4
Sim ?úng miêu t?.,NEU,3
"Hàng r?t ??p, g?p hàng có tâm ? ?.",POS,5
Ch?t l??ng t?t v?i giá ti?n.,POS,4
Shop giao sai màu.,NEU,3
"V?i giá thành nh? v?i là quá h?i nha m?i ng??i , giao hàng siêu nhanh, ch? shop d? th??ng, t? v?n nhi?t tình, ?ng h? shop dài dài nha, còn ??n chi n?a , nên mua và nên mua n?a.",POS,5
M?c dù có chú thíc rõ là mua 2 màu khác 1 xám và 1 ?en nh?ng l?i b? giao nh?m c? 2 ?en.,NEG,2
"Màu và váy gi?ng hình,nh?ng ch?t v?i x?u c?ng,k m?m nh? shop nói ch?t li?u voan.",NEG,2
Ch?t l??ng s?n ph?m t?t.,POS,5
S?n ph?m ??p m?u mã c?ng ??p không chê vào ?âu.,POS,4
S?n ph?m oke.,POS,4
Mình r?t hài lòng v?i s?n ph?m c?a shop!,POS,5
"Hàng c?a b?n ch?t t?m ?n ,khuy áo b? r?ch quá ???ng may b? rách ,nhìn ko có th?m m? ,???ng may ??p nh?ng áo m?c vào nhìn già.",NEU,3
??p nh?ng ch?t.,NEG,2
Giao hàng quá lâu.,NEG,2
Sáng h?n xenon.,NEU,3
Khó ?eo vào tai.,NEU,3
Nh?g c?g ??p.,POS,4
"M?u mã nh? hình, ch?t l??ng t?t.",POS,4
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,5
K ph?i chê.,NEG,2
Ch?t l??ng s?n ph?m t?t ?áng ??ng ti?n.,POS,4
Giày ??p v?a m?t l?m.,POS,5
??p l?m shop.,POS,4
?óng gói okay.,POS,4
"S? ti?p t?c ?ng h?, mong shop c?p nh?t nhi?u m?u mã h?n n?a hihi.",POS,5
"Ch?t ??p.m?c mát, d? ch?u l?m ?.",POS,5
Quá ??p luôn ??.,POS,5
Ch?t l??ng s?n ph?m tuy?t v?i Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n R?t ?áng ti?n R?t ?áng ti?n R?t ?áng ti?n Th?i gian giao hàng r?t nhanh.,POS,5
"Mua màu xanh h?i t?i k gi?ng ?nh, hy v?ng n?ng s? sáng h?n.",NEU,3
"Form qu?n nh?, v?i ??p, Ch?t l??ng s?n ph?m tuy?t v?i Shop ph?c v? r?t t?t.",POS,4
"Ch?t v?i h?i m?ng, mình m53 40kg mà m?c c?ng ch?a mông n?a :((.",NEU,3
Ch?t l??ng s?n ph?m tuy?t v?i Shop ph?c v? r?t t?t R?t ?áng ti?n Th?i gian giao hàng r?t nhanh.,POS,5
"áo xinh, v?a v?n luôn. ch?t v?i khó dão, có ?i?u h?i nóng xíu :(.",POS,4
Mình có chát nh?ng shop chát l?i r?t ch?m.,NEU,3
Giao hàng nhanh.,NEU,3
Áo ??p l?m nè.,POS,5
Túi ??ng c?ng xinh l?m ý.,POS,4
"Ch?t áo ok, nh?ng váy thì m?n béo quá ko v?a huhh.",POS,4
Xài c?ng khá ?n.,NEU,3
Áo h?i b?n.,NEU,3
V?i giá 2000? quá ?n ti?c là ch? mua ???c 1 chi?c.,NEU,3
s? ?ng h? shop nhi?u l?n n?a.,POS,4
Hàng nên gói có x?p thì an toàn h?n.,NEU,3
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t Shop ph?c v? r?t t?t R?t ?áng ti?n Th?i gian giao hàng r?t có cái bùa tr?ng tr?ng bay ph?t ph?i tr??c ng?c haly vãi ch??ng haha.,POS,5
"Ch?t l??ng s?n ph?m tuy?t v?i Shop ph?c v? r?t t?t Th?i gian giao hàng không ???c l?m, nh?ng v?n ok.",POS,5
Nh?ng thay duong lai xâu wa nên....,NEG,2
"S?n ph?m ko gi?ng hình, áo b? lem m?c ?en quá nhi?u ??.",NEG,1
Nên chát k? h?i shop v? sp.,NEU,3
Nói m?y d?ng qu?n này thi?t k? b?u nh?ng ch?t li?u quá chán.,NEG,1
Ao kg dep nhu hing.,NEG,1
Buôn bán th?t thà dùm ?i m?y má.,NEU,3
"có t?ng túi xách n?a,r?t d? th??ng!",POS,4
"áo r?ng dài cute, form áo thì không ???c r?ng ?úng ý l?m.",NEU,3
"H?i th?t v?ng v? s?n ph?m vì không ph?i hàng c?a xiaomi nh? hình qu?ng cáo, mình có review tr??c tren youtube r?i nên m?i ??t mua.",NEG,1
"Good , ?óng gói ch?c ch?n, cây ??p.",POS,5
Không ?áng ti?n mua l?m.,NEG,1
Ch?t da cá m?c r?t tho?i mái .,POS,4
L?n nh?t ??nh mua thêm vài cái màu khác n?a :*.,POS,5
G?i hàng ko ?úng ??t hàng.,NEU,3
?óng gói s?n ph?m r?t ??p và ch?c ch?n .,POS,4
"Ch?t l??ng s?n ph?m tuy?t v?i, áo bao ??p, ch? shop nhi?t tình d? th??ng.",POS,5
Ch?t l??ng s?n ph?m t?m ???c ?óng gói s?n ph?m t?m ???c Th?i gian giao hàng nhanh.,POS,4
Nh?ng ko hi?u mua 2 chai ??u b?ng dung tích nh?ng th?c t? l?i chai ít chai nhi?u là v?y shop ?i???????,NEU,3
dây ng?n quá.,NEU,3
Shop ph?c v? r?t t?t R?t ?áng ti?n Th?i gian giao hàng r?t,POS,5
"Áo ??p, y hình, giao ?úng h?n,.",POS,4
Áo ko gi?ng m?u R?t không ?áng ti?n.,NEG,1
H?y ??n thì nh?n h?i s? ?t ?? n?p ti?n r?i ti?p t?c im l?ng.,NEU,3
Hàng ch?t li?u v?i k gi?ng hình m?u.,NEU,3
Ch?t l??ng s?n ph?m t?m ???c.áo ?ính v?t vàng ?.,POS,4
Ao khong giong hinh.,NEU,3
V?i x?u có mùi hôi hàng không gi?ng hình.,NEG,2
ch? trên áo to chà bá.,NEU,3
?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t R?t ?áng ti?n Th?i gian giao hàng r?t R?t ?áng ti?n.,POS,4
"Ch?t l??ng s?n ph?m tuy?t v?i Shop ph?c v? r?t t?t R?t ?áng ti?n M?c lên r?t ??p,ch?t v?i c?ng khá dày d?n nh?ng vest h?p v?i ng??i qu?n lý ?i làm.",POS,5
check mã ko shop nh?.,NEU,3
?óng gói s?n ph?m r?t ??p và ch?c ch?n Ch?t l??ng s?n ph?m tuy?t v?i R?t ?áng ti?n R?t ?áng ti?n Th?i gian giao hàng r?t nhanh.,POS,5
Kích th??c nh? h?n th?c t?.,NEG,2
??p l?m shop ah.,POS,4
Vì ? phía v?i nên ph?i s? b?ng m?i th?y.,NEU,3
Shop ph?c v? r?t t?t Th?i gian giao hàng r?t Th?i gian giao hàng r?t Th?i gian giao hàng r?t Ch?t l??ng s?n ph?m tuy?t v?i.,POS,5
Áo ??p .,POS,5
Ch?t l??ng tuy?t v?i.,POS,5
1c nh?m size 36.,NEU,3
"A?o s? mi ok, co? ch??c da?i nh?ng m??c v?i? quâ?n âu ok.",POS,4
Nh?ng bé mèo ?ang nóng nên ko chui vào n?m .,NEU,3
"Áo form ??p, y hình nh?ng v?i r?t m?ng và d? nh?n. v?i giá ti?n thì h?i ??t.",POS,4
Ch?t l??ng áo r?t ok h?n nh?ng gì mình t??ng t??ng Ch?t l??ng s?n ph?m tuy?t v?i v?i cái giá 99k.,POS,5
M?c v?a l?ng qu?n thôi.,NEG,2
Ch?t l??ng s?n ph?m r?t kém.,NEG,1
"C? xe mình th?y h?i y?u, shop ?óng gói k chèn ch?ng s?c nh?n hàng h?p móp méo lúc khui hàng mình r?t s? b? móp Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Th?i gian giao hàng r?t nhanh.",POS,5
Pin 8000 mà s?c 7plus ???c 1 l?n s?c.,NEG,2
Nhìn mong manh quá.,NEU,3
Giao hàng nhanh.,POS,4
3 vì trc ?ó ?ã h?i k? shop là có ???ng ?? n?i n?u ch?t ko?,NEU,3
M nh?n dc áo r?i.,NEU,3
Mong mu?n ??i tr? và hoàn ti?n s?n ph?m ch?a giao .,NEU,3
Dùng ???c m?y hôm thì ?c b?t ??u long ra.,NEG,2
Shop ph?c v? r?t t?t R?t ?áng ti?n Th?i gian giao hàng r?t nhanh.,POS,5
"S?n ph?m ??n mình b? b? m?t kính, vì minh ko có time nên ko ??i tr? dc vì th?y khá phi?n.",NEG,2
"Hàng ok, giao hàng nhanh, ?óng gói c?n th?n.",POS,4
S? ?ng h? shop lâu dài.,POS,4
V?i ??p khóa t?t ch? nh?t là túi ?o ?c size L nh?ng bên g?n tag size M.,NEG,2
L?n ??ng quên quà km khách nha shop.,NEG,2
Ch?t l??ng s?n ph?m ?n.,POS,4
Ch?t l??ng s?n ph?m ok v?i giá.,POS,5
??t ?en giao xanh.,NEG,2
Ph?i là m?i m?c ???c!,NEU,3
Hàng ??p.,POS,5
Giao hàng nhanh.,POS,4
S?n deal mua c??ng l?c 1K mà ??nh h?n mình ngh?.,POS,5
"Size k ???c chu?n l?m, ??t 38 nh?ng vào ph?i là 39 nên khá r?ng.",NEU,3
Ch?t li?u v?i ch?p nh?n ?c.ki?u dáng y hình.,POS,4
Áo m?i ??p l?m.,POS,5
"??t s?c ?? bã tr?u, Shop l?i giao s?c ?? tr?ng.",NEU,3
Áo ??p l?m nha m?i ng??i... thích áo này thì mua và luôn nha.... ^^.,POS,5
Ch?t l??ng s?n ph?m kém... áo r?t r?t r?ng.,NEG,1
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n nhung be minh 3 tu?i nên h?i ng?n.,POS,4
"Hàng nh? hình, ch?t l??ng ok.",POS,5
"Size 34 mà áo h?i to h?n size 34 lo?i khác 1chút,khá m?m, ?óng gói t?t.",POS,4
Hàng ??p ren dày d?n nh? ?nh ????.,POS,5
Nói là ??.????????.,POS,4
Ch?t l??ng s?n ph?m t?t nh?ng giao sai màu.,POS,4
"???ng may t?, s?n ph?m size quá nh?, ??nh hình s?n ph?m r?t x?u!",NEG,2
?óng gói s?n ph?m ch?c ch?n Shop ph?c v? r?t t?t Th?i gian giao hàng nhanh.,POS,4
Nh?ng váy màu tr?ng thì v?i h?i m?ng.,NEU,3
Mua màu da và ?en nh?ng g?i v? 2 cái ??u màu ?en c?.,NEU,3
S?n ph?m t?t.,POS,4
"Ch?t l??ng s?n ph?m tuy?t v?i, r?t ?ng@.",POS,5
"Giao hàng lâu, kh?n b? ?? lông lau dính lên ng??i, gi?t màu r?t nhi?u, ko nên mua.",NEG,1
"S?n ph?m t?t, giao hàng nhanh.",POS,4
Shop k nói tr??c là có size ?? khách hàng ch?n .,NEU,3
"Ch?t l??ng ok, r?t c?m ?n shop,.",NEU,3
Hàng ?ep h?n mong ??i.,POS,5
Vì ?ng dài nên mùa hè m?c s? h?i nóng.,NEU,3
"H?t ?n giòn, ngon.",POS,5
Còn dùng thì d? b? v? mi?ng.,NEU,3
và ng??i yêu ??u thích.,POS,5
??????.,NEU,3
giày c?c thic lun í ???? shop ph?c v? r?t t?t. . s? ?g h? shop l?n sau.,POS,5
Shop ki quá mình mua 2 size L mà shop giao M ah.,NEU,3
T?t m?ng.,NEU,3
"San pham chi dk 30fan tram nhu hinh, k ung y, mua xong danh luon ,k mac Ch?t l??ng s?n ph?m r?t kém.",NEG,1
R?t ?ng.,POS,5
"Hàng ??p, m?m m?i giá thành r?.",POS,5
Nh?ng ?? ngh? b? sung 4 túi b? x?p thi?u ?? ?? ph?c v? gia ?ình.,NEU,3
Dáng này r?t d? m?c.,POS,4
Shop thì ok nh?ng ??n v? giao hàng ti?t ki?m thì 0 sao.,NEG,1
v?i siêu ??p ?? áo v?a ng??i.,POS,4
Nh?ng r?t ?ng ????.,POS,4
Các b?n nêu dùng c?n th?n ??ng ?? b? r?i nh? mình :(.,POS,4
V?i h?i m?ng và nhi?u ch? th?a.,NEU,3
T? nh? xinh ? ?? có vít nên r?t ch?c ch?n ? ????.,POS,5
áo nam k dk lém áo n?a ok thôi thù v?n 5 ?? v?y.,POS,5
"Ch?t l??ng s?n ph?m tuy?t v?i.Hình kính y nh? v?y,??p ch?c ch?n.",POS,5
S? ti?p t?c ?ng h? shop và mong shop s? có thêm nhi?u m?u m?i h?n n?a.,POS,4
Tính ??i s?n ph?m khác nh?ng m?c công ?óng gói l?i.,NEU,3
Cách mà Shop ph?c v? r?t t?t.,POS,5
"??t 2 cái 1 tr?ng 1 ?en, giao 2 cái ?en.",NEU,3
Ch?t l??ng s?n ph?m tuy?t v??i.,POS,4
"Ch?t vãi m?i b? khác nhau,ch?t l??ng bt Giá c? ch?p nh?n ???c, shop có giao thi?u và nh?m thì ?ã có ??i tr? l?i khách,mong shop ?? ý h?n viêc ??n ??t c?a khách( m?u, màu,sz).",POS,5
San ph?m t?t.,POS,4
H?i d? rách và x? ch? nhi?u.,NEU,3
"Áo ??p nh? hình luôn, nh?ng ch?c mình ?? dành mùa thu m?c.",POS,4
Ch?t l??ng s?n ph?m tuy?t v?i ??p Giao hàng nhanh.,POS,5
"Áo ??p nhoé, ?áng ti?n.",POS,5
M?n m?n ^^ Th?i gian giao hàng r?t nhanh.,POS,4
Hic.,NEU,3
Ngoài s? mong ??i luôn!!!!!,POS,5
T? thôi c?ch m?t b?n này.,NEG,1
"Áo màu lên ??p, r?t sáng.",POS,5
Ch?t l??ng sp ?c sai thì h?i nh? shop b?o 70kg v?a mà m 62 ?ã kích nách rùi.,NEU,3
Áo khá ok.,POS,4
Lên web Xiaomi check code thì ?úng là pin zin chính hãng.,NEU,3
Hàng giao ko nh? nh?ng gi bán hàng t? v?n.,NEG,1
Ch?t l??ng s?n ph?m tuy?t v?i Shop ph?c v? r?t t?t.,POS,5
Ch?t li?u sp.,NEU,3
H?i m?ng v?i t??ng t??ng ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t Th?i gian giao hàng r?t nhanh.,POS,5
Ch?t l??ng tuy?t v?i v?i giá .,POS,5
I'd buy another one soon.,POS,4
"Giày ??p, box ??p, shop giao hàng r?t nhanh.",POS,5
Th?i gian giao hàng r?t nhanh.tien nao cua do.chang gi.duong may xau.,POS,4
R? h?n t??ng.,NEU,3
"Chân váy ??p, mình có eo khá nh? nên mua ?? th??ng r?ng b?ng, nh?ng váy mua l?n này thì khá v?a, ch? r?ng chút xíu mình s?a l?i ???c.",POS,5
Shop ph?c v? r?t t?t ?óng gói s?n ph?m r?t ??p và ch?c ch?n .,POS,5
R?t ?áng ti?n.,POS,4
"?óng gói s?n ph?m r?t ??p và ch?c ch?n, Th?i gian giao hàng r?t nhanh, s?n ph?m r?t ???c ?.",POS,4
E ?? ngh? shop ki?m tra s?n ph?m ch?c ch?n tr??c bán khách.,NEG,2
San fam ko dat chat luong.,NEG,1
Màu vàng b? vàng quá T.T.,NEG,2
Th?i gian giao hàng nhanh.,POS,4
"Ch?t l??ng s?n ph?m tuy?t v?i, áo ??p l?m ? ??.",POS,4
Hàng ??p chu?n m?u.,POS,5
Không ?úng màu hình.,NEU,3
Chúc shop buôn bán may m?n.,NEU,3
Oke phù h?p giá ti?n shop 5*.,POS,5
"Túi rác r?t dai, dùng thích.",POS,4
C?m ?n món quà c?a Shop ^^.,POS,5
Mk s? ?ng h? nhi?t tình.,NEU,3
Hàng nh?n ???c khác hình.,NEU,3
?.,NEU,3
Váy ??p nha.,POS,5
G?p l?i shop n?a.,NEU,3
"Hàng y hình, ??p và c?c phù h?p v?i bé gái tu?i teen.",NEU,3
S?n ph?m mình mua shop m?t bên có ghi mác adidas m?t bên l?i ko có.,NEU,3
Hàng c?c ??p .??p h?n trên ?nh nhi?u ???? ch? shop t?n tâm nh?t mà mình t?ng g?p .,POS,5
Gói hàng ??p ch?c ch?n ?úng nh? mn nói.,POS,4
V?i m?ng ?ã th? áo còn ko có cúc.,NEU,3
Ch?t v?i t?m ?c nh?ng giá ??y là ok r?i.,POS,4
K ph?i là ch?t thô nh? mô t?.,NEU,3
Ô?n.,NEU,3
Ib k tr? l?i.,NEG,1
M?c h?i khó ch?u tí vì cái g?ng vs ch?c ng?c mình to size 38 m?i v?a :))).,NEU,3
Mua 2 l?n r?i.,NEU,3
"Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n,s? còn ?ng h? shop lâu dài ?.",POS,5
Sp phom b? ?? to.,NEU,3
Ch?t l??ng s?n ph?m tuy?t v?i Th?i gian giao hàng r?t R?t ?áng ti?n R?t ?áng ti?n Shop ph?c v? r?t t?t Shop ph?c v? r?t t?t.,POS,5
R?t ?áng ti?n R?t ?áng ti?n R?t ?áng ti?n R?t ?áng ti?n R?t ?áng ti?n.,POS,5
Màu h?ng ko ph?i màu ??.,NEU,3
Ha?ng ô?n.,NEU,3
Het lai ?ng ho shop tiep nha.,POS,4
Qu?n m?c r?t tho?i mái.,POS,5
Hàng ??p dã man ??.,POS,4
Giao hàng rata nhanh.,POS,4
"Th?i gian giao hàng r?t nhanh,R?t ?áng ti?n.",POS,5
Vì ?em t?ng eg mà h?p k ?c b?t m?t.,NEG,2
Ha?i lo?ng v??i châ?t l???ng va? gia? ca?.,POS,4
"L?n ??u giao sai màu nh?ng shop ?ã ch? ??ng ??i l?i,ch?a g?p shop nào nhi?t tình th?,l?n ??u ch?c nhân viên m?i nên ko bi?t,v?n shop 5*.",POS,5
nhiên có d?u hi?u xé b?c gi?y bên ngoài ?nh h??ng t?i da c?a ví.,NEU,3
Có v? nh? màu ko gi?ng hình l?m hình thì màu tr?ng còn hàng thì màu kem....ch?c ánh sáng và góc ch?p....h?i ti?c 1 chút...nh?ng v?i thì otê^^.,NEG,2
Áo ?ep Ch?t l??ng s?n ph?m tuy?t v?i.,POS,5
"?ã l?u ý rõ là shop tránh nh?m size, màu thì có th? giao sai, ch? size mà sai thì ko m?c ???c luôn.",NEU,3
Mong là shop ki?m tra hàng có l?i không tr??c ship.,NEU,3
Sp ?áng v?i ??ng ti?n.,POS,5
"B? này h?p v?i b?n nào lùn lùn thôi, mình lùn t?t mà v?a nh? in luôn nh? may mình v?y, b? nh? này khó ki?m b? k ph?i c?t g?u qu?n.",NEG,2
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t Th?i gian giao hàng r?t nhanh.,POS,5
"V? l?, bùi bùi, m?n m?n ng?t ng?t ?n khá nghi?n.",POS,5
"Áo r? ??p, v?i m?m min, quá ?áng ti?n.",POS,4
R?.,NEU,3
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t R?t ?áng ti?n Th?i gian giao hàng r?t R?t ?áng ti?n R?t ?áng ti?n Shop ph?c v? r?t t?t ?óng gói s?n ph?m r?t ??p và ch?c ch?n Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,5
?óng gói s?n ph?m r?t ??p và ch?c ch?n Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n R?t ?áng ti?n Th?i gian giao hàng r?t nhanh.,POS,5
Nh?ng h?i m?ng.,NEU,3
"Áo r?t ??p, mình r?t thích cám ?n shop <3.",POS,4
Th?i gian giao hàng h?i lâu 1 xíu.,NEU,3
Quá x?u nh? 1 m? r? rách v?y.,NEG,1
Ch?t l??ng s?n ph?m t?t.,POS,4
Ao cung size voi ao gia dinh nhung thuc te nho hon 2cm nen khong mac vua.,NEG,2
"Qu?n co dãn t?t, ch?t ??p, ôm dáng.",POS,4
Nh?ng ng?n kéo khóa ít.,NEU,3
??t có ch? giao nh?m không ch?.,NEU,3
Ch?t l??ng là tuy?t v?i.,POS,5
S?n ph?m ??p ch?t l??ng ok..,POS,5
Ch?t ok.,POS,4
Không gi?i ?áp.,NEU,3
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,5
"Váy m?m, m?c r?t ok.",POS,4
"Mua áo sz M nhg ch?t v?i ko gi?ng sz S ?ã mua trc ?ó, ph?i t?n n?i ?? tr? l?i và ???c gt là ?ây ng??i ""sành"" ?? xu?t thì m?i bi?t ???c ch?t v?i ?ó h?n h?n.",NEU,3
"Mình thu?c d?ng g?y nh?ng không b? r?ng mà khá tho?i mái, m?i t?i h?i ng?n và có mùi gì h?i khó ch?u.",POS,4
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,5
"V?i binh th??ng, may ch? l?i nhieu.",NEG,2
Không gi?ng nh? mong ??i.,NEG,2
Ch?t l??ng s?n ph?m tuy?t v?i 100????????????????????6* yêu L.,POS,5
Ben v?n chuy?n giao hang nhanh.,POS,4
Ch?t l??ng s?n ph?m tuy?t v?i Qu?n ?ep y hinh ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t R?t ?áng ti?n Th?i gian giao hàng r?t nhanh.,POS,4
Khá th?t v?ng ?ó.,NEG,1
Êm.,POS,4
"Qu?n ch?t v?i ok, nh?ng size M 45-50kg nh?ng mình d??i 45kg m?c ?ã th?y h?i ch?t ?ng chân r?i, s? m?y tháng cu?i ko m?c ???c n?a thì u?ng.",NEG,2
?? ??p l?m v?i l?i mát .,POS,5
?n h?t s? ti?p t?c ?ng h?.,NEU,3
?óng gói s?n ph?m r?t ??p Th?i gian giao hàng r?t v?i hoi m?ng.,POS,4
Áo ?en h?i m?ng nh?ng v?n ?ánh giá shop 5 Ch?t l??ng s?n ph?m tuy?t v?i.,POS,5
????????????????.,NEU,3
?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t Th?i gian giao hàng r?t Ch?t l??ng s?n ph?m tuy?t v?i.,POS,5
Shop phuc vu rat tot le.,POS,4
ti?n nào c?a n?y.,NEU,3
Ch?t l??ng s?n ph?m r?t kém Ko hai long.,NEG,1
"Dùng h?t s? mua ?ng h? ti?p, hihi.",POS,5
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,5
L?m ch?t oke m?m dã mannnn.,POS,5
Giao hàng nhanh.,POS,4
Ch?t l??ng s?n ph?m tuy?t v?i ??p ??p ??p ??p??????.,POS,5
Cám ?n shop.,POS,4
Áo hk ??p l?m . ?óng gói s?n ph?m ki?u gì mà áo b? dính b?i nhi?u quá còn b? dính màu n?a ???? có chút th?t v?ng ??.,NEG,1
"?úng form, v?i ok nh?ng h?i m?ng, v?i giá này thì OK :v.",POS,4
Sp ok.,POS,4
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t R?t ?áng ti?n Th?i gian giao hàng r?t Th?i gian giao hàng r?t Th?i gian giao hàng r?t nhanh.,POS,5
Shop ph?c v? r?t kém.,NEG,1
"G?i thi?u hàng, g?i ?i?n k nghe, nh?n k tr? l?i.",NEU,3
Hàng r?t Ok ak.,POS,4
Hang khac voi hinh.,NEU,3
Ch?t l??ng s?n ph?m tuy?t v?i.s? ?ng h? shop dài dài.,POS,5
R?t ?áng ti?n.,NEU,3
áo này ok.h?p v?i giá ti?n.,POS,4
"Qu?n ?ùi lanh m?m mát d? ch?u, nhiên 2 cái 2 size khác :)).",NEU,3
V?i c?ng ?n nè .,POS,4
??t hàng có 99k mình cx k mong ??i ch?t l??ng c?a áo nhi?u nh?ng mình nh?n ?c thì b?t ng? luôn.,NEU,3
